Species,SealID,Sex,Age,YearCollected,MonthCollected,DayCollected,CollectionArea,NAFO,PreyCode,Prey,PreyGenusSpecies,PreyFamily,PreySubFamily,NumberOfIndividuals,MeasuredOrEstimated,PartMeasured,OtolithErosionState (ES),PartMeasurementValue (mm),PreyLength (cm),PreyWeight (g),Comments
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,726,Eelpout,,Zoarcidae,Lycodinae,1,1,7,2,5,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,726,Eelpout,,Zoarcidae,Lycodinae,1,1,7,2,4.45,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,726,Eelpout,,Zoarcidae,Lycodinae,1,1,7,1,5.51,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,726,Eelpout,,Zoarcidae,Lycodinae,1,1,7,2,4.9,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,726,Eelpout,,Zoarcidae,Lycodinae,1,1,7,2,3.02,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,726,Eelpout,,Zoarcidae,Lycodinae,1,1,7,2,5.31,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,726,Eelpout,,Zoarcidae,Lycodinae,4,3,7,,4.69,,,average of ES 1&2; N=6
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,810,"Sculpin, Hookear",Artediellus  sp.,,,1,1,7,1,4.35,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.95,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.16,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.42,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.31,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,2.06,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.3,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.27,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,857,Snailfish,Liparis  sp.,,,5,3,7,,1.49,,,average of ES 2; N=7
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,887,"Flounder, Righteye",,Pleuronectidae,,1,1,7,2,4.85,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,895,"Flounder, Winter",Pseudoplueronectes americanus,,,1,1,7,2,4.65,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,895,"Flounder, Winter",Pseudoplueronectes americanus,,,1,1,7,2,5.89,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,895,"Flounder, Winter",Pseudoplueronectes americanus,,,1,1,7,2,4.46,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,895,"Flounder, Winter",Pseudoplueronectes americanus,,,1,1,7,2,4.97,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,999,"Fish, Unidentified",,,,1,1,7,2,5.68,,,
Pagophilus groenlandicus,63216,F,27,2017,4,26,340,3KH,8020,"Shrimp, Unidentified",,,,6,99,6,,,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,3.69,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,4.01,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,2.72,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,2,11,,,22,66.9,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.38,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.56,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.32,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.2,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.37,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.97,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.87,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.7,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.75,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.21,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.03,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.4,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,17,3,7,,2.31,,,average of ES 1&2; N=12
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,6.37,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,11.51,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.41,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.2,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,1,1.19,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,1,1.16,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,1,1.55,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.18,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,4,3,7,,1.26,,,average of ES 1&2; N=5
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,6930,"Amphipod, Unidentified",,,,6,99,6,,,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,8020,"Shrimp, Unidentified",,,,173,99,6,,,,,
Pagophilus groenlandicus,63217,F,7,2017,4,28,340,3KH,8111,"Shrimp, Northern",Pandalus borealis,,,1,99,6,,,,,
Pagophilus groenlandicus,63792,M,20,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.11,,,
Pagophilus groenlandicus,63792,M,20,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,99,7,,,,,
Pagophilus groenlandicus,63792,M,20,2017,4,28,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,3.16,,,
Pagophilus groenlandicus,63792,M,20,2017,4,28,340,3KH,6930,"Amphipod, Unidentified",,,,13,2,10,,,,0.32,
Pagophilus groenlandicus,63792,M,20,2017,4,28,340,3KH,6930,"Amphipod, Unidentified",,,,11,4,9,,,,0.32,number of individuals estimated based on 4.2g measured weight for 13 individuals
Pagophilus groenlandicus,63792,M,20,2017,4,28,340,3KH,7991,"Euphausiid, Unidentified",,,,12,2,10,,,,0.11,
Pagophilus groenlandicus,63792,M,20,2017,4,28,340,3KH,7991,"Euphausiid, Unidentified",,,,634,4,9,,,,0.11,number of individuals estimated based on 1.3g measured weight for 12 individuals
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.21,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.38,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.35,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.29,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.39,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.46,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.47,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,3,3,7,,2.07,,,average of ES 1&2; N=7
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.1,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.94,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.35,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.62,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.27,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.34,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.46,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.54,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,1,1.39,,,
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,15,3,7,,1.49,,,average of ES 1&2; N=8
Pagophilus groenlandicus,63793,M,19,2017,4,28,340,3KH,6930,"Amphipod, Unidentified",,,,56,99,6,,,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.53,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.97,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.06,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.53,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,4.29,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.62,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.46,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.5,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.47,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,4.39,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.59,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,36,3,7,,2.03,,,average of ES 1&2; N=11
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.48,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.56,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.6,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.9,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.06,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.67,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.26,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.29,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.8,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.01,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,187,Capelin,Mallotus villosus,,,14,3,7,,1.76,,,average of ES 1&2; N=10
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,426,"Stickleback, Threespine",Gasterosteus aculateus,,,1,2,11,,,7.2,4.2,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,2.81,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.9,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.11,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,3.45,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,4,3,7,,3.81,,,average of ES 2; N=4
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.23,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.23,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.29,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.88,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,717,Shanny,Lumpenus maculatus,,,5,3,7,,1.41,,,average of ES 2; N=4
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,819,"Sculpin, Shorthorn",Myoxocephalus scorpius,,,1,1,7,2,2.81,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,819,"Sculpin, Shorthorn",Myoxocephalus scorpius,,,1,1,7,2,3.3,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,999,"Fish, Unidentified",,,,1,99,7,,,,,otoliths eroded; not measured
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,6930,"Amphipod, Unidentified",,,,34,99,6,,,,,
Pagophilus groenlandicus,63218,F,10,2017,4,28,340,3KH,8111,"Shrimp, Northern",Pandalus borealis,,,1,99,6,,,,,
Pagophilus groenlandicus,63219,F,2,2017,4,28,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,2.42,,,
Pagophilus groenlandicus,63219,F,2,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.13,,,
Pagophilus groenlandicus,63219,F,2,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,0.87,,,
Pagophilus groenlandicus,63219,F,2,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.17,,,
Pagophilus groenlandicus,63219,F,2,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.15,,,
Pagophilus groenlandicus,63219,F,2,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.14,,,
Pagophilus groenlandicus,63219,F,2,2017,4,28,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.06,,,
Pagophilus groenlandicus,63219,F,2,2017,4,28,340,3KH,6930,"Amphipod, Unidentified",,,,26,99,6,,,,,eyes
Pagophilus groenlandicus,63219,F,2,2017,4,28,340,3KH,8020,"Shrimp, Unidentified",,,,5,2,10,,,,0.12,
Pagophilus groenlandicus,63219,F,2,2017,4,28,340,3KH,8020,"Shrimp, Unidentified",,,,372,4,9,,,,0.12,number of individuals estimated based on 0.6g measured weight for 5 individuals
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.83,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.82,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.38,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.28,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.89,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,3.86,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.07,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.77,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.81,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.27,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.35,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,1.79,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,717,Shanny,Lumpenus maculatus,,,1,1,7,2,2.06,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,717,Shanny,Lumpenus maculatus,,,6,3,7,,1.67,,,average of ES 2; N=6
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,892,Flounder; Greenland Halibut,Reinhardtius hippoglossoides,,,1,1,7,3,6.8,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.3,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,1.91,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.19,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.49,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.32,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,1.95,,,
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,5,3,3,,2.17,,,average of LHL; N=7
Pagophilus groenlandicus,63220,F,24,2017,4,29,340,3KH,8113,Shrimp,Atlantopandalus propinqvus,,,19,99,6,,,,,"eyes, rostrums"
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,4.12,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.74,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,1,2.84,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.45,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.49,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,2.61,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.35,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,5.81,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,3.82,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,8.48,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.08,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.02,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.1,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.1,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.14,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.26,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.18,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.35,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,15,3,7,,1.18,,,average of ES 2; N=6
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.04,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.03,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.02,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,1.74,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.06,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.08,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,1.75,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.37,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.09,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.1,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.37,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,2.02,,,
Pagophilus groenlandicus,63221,F,23,2017,4,29,340,3KH,4769,"Squid, Gonatus",Gonatus  sp.,,,1,1,3,,1.76,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,4.71,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.37,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.47,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.12,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.67,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,3.09,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.51,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,1,6.06,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.28,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.2,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.25,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.89,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.82,,,
Pagophilus groenlandicus,63222,F,NA,2017,4,29,340,3KH,857,Snailfish,Liparis  sp.,,,16,3,7,,1.48,,,average of ES 1&2; N=5
